category,filename,LL_Mean,LL_StdDev,LL_Variance,LL_Energy,LL_Entropy,LL_Skewness,LL_Kurtosis,LL_Min,LL_Max,LL_Range,LH_Mean,LH_StdDev,LH_Variance,LH_Energy,LH_Entropy,LH_Skewness,LH_Kurtosis,LH_Min,LH_Max,LH_Range,HL_Mean,HL_StdDev,HL_Variance,HL_Energy,HL_Entropy,HL_Skewness,HL_Kurtosis,HL_Min,HL_Max,HL_Range,HH_Mean,HH_StdDev,HH_Variance,HH_Energy,HH_Entropy,HH_Skewness,HH_Kurtosis,HH_Min,HH_Max,HH_Range
styrofoam,20-scale_2_im_2_grey.png,1.035905427,0.080194786,0.006431204,4421.760027,8.073572361,1.041724018,4.830659044,0.8,1.739215686,0.939215686,0.000279086,0.049197517,0.002420396,9.9142599,9.066325711,0.152030157,3.186137401,-0.319607843,0.303921569,0.623529412,0.001382027,0.062527208,0.003909652,16.02175702,8.868737232,0.021292277,1.859008986,-0.366666667,0.374509804,0.741176471,3.11E-05,0.039600758,0.00156822,6.423433295,9.000082732,-0.029576048,1.955689119,-0.188235294,0.256862745,0.445098039
styrofoam,20-scale_2_im_3_grey.png,1.028659716,0.138718238,0.01924275,4412.963064,8.92024219,0.411607343,0.875451925,0.543137255,1.860784314,1.317647059,0.000219727,0.097801899,0.009565212,39.17930411,10.0497949,0.030180066,0.472845496,-0.41372549,0.41372549,0.82745098,0.002333697,0.101046492,0.010210394,41.8440792,9.481816535,0.109671949,0.784103578,-0.431372549,0.441176471,0.87254902,-0.000464825,0.068569125,0.004701725,19.25915033,9.920112229,0.02048981,0.629439942,-0.274509804,0.347058824,0.621568627
styrofoam,20-scale_2_im_4_grey.png,1.020880247,0.073277725,0.005369625,4290.830757,8.003400843,0.820489348,4.804751806,0.647058824,1.725490196,1.078431373,0.001176662,0.050940321,0.002594916,10.63444829,9.071976378,0.130386159,2.896105442,-0.323529412,0.4,0.723529412,8.62E-05,0.053524083,0.002864827,11.73436371,8.645519725,0.082279642,3.505625788,-0.335294118,0.331372549,0.666666667,-0.000572534,0.039529169,0.001562555,6.401568627,8.96195297,0.097629657,1.965982355,-0.219607843,0.229411765,0.449019608
styrofoam,20-scale_2_im_5_grey.png,0.967480947,0.090114165,0.008120563,3867.19722,8.401974429,0.666811612,2.641196685,0.637254902,1.582352941,0.945098039,0.001360964,0.062985544,0.003967179,16.2571511,9.443741006,0.003022348,1.790181156,-0.411764706,0.337254902,0.749019608,0.000199621,0.07727123,0.005970843,24.45673587,9.103062826,0.194279757,2.904121463,-0.452941176,0.617647059,1.070588235,-0.000241747,0.053798939,0.002894326,11.85539792,9.420648605,-0.12814879,1.409819985,-0.284313725,0.262745098,0.547058824
styrofoam,20-scale_2_im_6_grey.png,0.961069623,0.122981907,0.01512455,3845.2403,8.786748802,0.365225232,1.848709963,0.517647059,1.860784314,1.343137255,-0.002867456,0.098162005,0.009635779,39.50183007,10.13096476,-0.049569094,0.167390805,-0.445098039,0.378431373,0.823529412,0.001236979,0.094893682,0.009004811,36.88997309,9.450821805,0.068592471,0.634623908,-0.352941176,0.447058824,0.8,-0.000853056,0.077059138,0.005938111,24.32548251,10.08262692,-0.041204159,0.471478515,-0.3,0.331372549,0.631372549
styrofoam,20-scale_2_im_7_grey.png,1.086638806,0.098076508,0.009619001,4875.890261,8.177002813,1.389568695,5.222449494,0.750980392,1.941176471,1.190196078,-0.000730986,0.061373203,0.00376667,15.43046905,9.359399012,0.082314739,4.561084177,-0.366666667,0.464705882,0.831372549,0.000359509,0.066800593,0.004462319,18.27818916,8.725668168,-0.034433909,4.051581859,-0.423529412,0.398039216,0.821568627,-0.000463867,0.043967863,0.001933173,7.919158016,9.16702191,-0.123284609,2.282394308,-0.237254902,0.219607843,0.456862745
styrofoam,20-scale_2_im_8_grey.png,1.020867322,0.08863773,0.007856647,4300.909508,8.100135588,2.154907576,9.430625151,0.780392157,1.805882353,1.025490196,-0.000220684,0.051082872,0.00260946,10.68854671,8.878931382,0.399648519,8.543602577,-0.354901961,0.37254902,0.72745098,0.000427485,0.06356019,0.004039898,16.54816993,8.789757484,-0.071622219,4.974058663,-0.398039216,0.396078431,0.794117647,0.00015175,0.038342111,0.001470117,6.021695502,8.744355569,-0.088249088,4.372826423,-0.231372549,0.219607843,0.450980392
styrofoam,20-scale_2_im_9_grey.png,1.05309532,0.151647779,0.022997049,4636.699862,8.926872845,0.716607753,1.447263601,0.501960784,1.892156863,1.390196078,8.04E-05,0.102724295,0.010552281,43.2221684,10.07055479,0.015823202,0.517283286,-0.433333333,0.431372549,0.864705882,-0.000151271,0.110277477,0.012161122,49.81204921,9.603484897,0.057420411,0.803490653,-0.425490196,0.435294118,0.860784314,0.000629021,0.074677317,0.005576702,22.84379085,9.95996185,0.038424045,1.232514482,-0.315686275,0.425490196,0.741176471
styrofoam,20-scale_3_im_1_grey.png,1.064865292,0.076003416,0.005776519,4668.271038,7.904572988,1.239079483,4.460575346,0.835294118,1.62745098,0.792156863,0.002649644,0.058438678,0.003415079,14.01692042,9.253106259,0.147679375,6.311870679,-0.42745098,0.398039216,0.825490196,-0.00028866,0.05851857,0.003424423,14.02677816,8.584595589,-0.088068446,4.33036674,-0.407843137,0.354901961,0.762745098,-0.000465782,0.047525778,0.0022587,9.252522107,9.186786052,-0.246370676,3.530470231,-0.343137255,0.241176471,0.584313725
styrofoam,20-scale_3_im_2_grey.png,1.003957472,0.075509253,0.005701647,4151.837705,8.081862574,0.844221303,2.944906421,0.782352941,1.503921569,0.721568627,0.000174728,0.052394852,0.002745221,11.24454825,9.201643178,0.461198766,4.702872719,-0.296078431,0.48627451,0.782352941,-0.000466739,0.070533049,0.004974911,20.37812764,9.017852238,-0.14146887,2.92860927,-0.523529412,0.452941176,0.976470588,-2.92E-05,0.051258298,0.002627413,10.76188774,9.157358698,0.042112242,2.574279747,-0.309803922,0.301960784,0.611764706
styrofoam,20-scale_3_im_3_grey.png,1.036965763,0.123760931,0.015316768,4467.158062,8.752209667,0.252992159,0.472334411,0.590196078,1.6,1.009803922,-1.82E-05,0.105223016,0.011071883,45.35043445,10.15791762,-0.066606468,0.309163972,-0.409803922,0.496078431,0.905882353,0.000691253,0.10526609,0.01108095,45.3895271,9.583897058,0.069728113,0.135135888,-0.382352941,0.378431373,0.760784314,0.00137006,0.087028897,0.007574029,31.03091119,10.16383518,-0.042307738,0.503481318,-0.356862745,0.323529412,0.680392157
styrofoam,20-scale_3_im_4_grey.png,1.028642961,0.066881361,0.004473116,4352.325459,7.912556209,0.587653491,1.996037933,0.811764706,1.470588235,0.658823529,6.61E-05,0.051481742,0.00265037,10.85593233,9.159460707,-0.039277258,3.518537254,-0.407843137,0.329411765,0.737254902,0.00153665,0.051096442,0.002610846,10.70369858,8.595208527,-0.042596942,3.980875481,-0.380392157,0.329411765,0.709803922,-7.18E-05,0.043432202,0.001886356,7.726535948,9.056427588,-0.080527692,2.062325977,-0.294117647,0.221568627,0.515686275
styrofoam,20-scale_3_im_5_grey.png,0.953099629,0.081018182,0.006563946,3747.687824,8.221024329,0.819275923,3.541706183,0.649019608,1.523529412,0.874509804,0.000643861,0.062538655,0.003911083,16.02149558,9.407011532,0.248171945,2.873878849,-0.337254902,0.431372549,0.768627451,0.001592659,0.074013499,0.005477998,22.4482699,9.068498659,0.106876715,1.127578124,-0.370588235,0.356862745,0.72745098,0.00109959,0.057704445,0.003329803,13.64382545,9.401767754,-0.019774265,1.556448293,-0.309803922,0.333333333,0.643137255
styrofoam,20-scale_3_im_6_grey.png,0.984836474,0.117957859,0.013914057,4029.714171,8.728803903,0.205272246,0.681080217,0.5,1.623529412,1.123529412,0.00100337,0.09678568,0.009367468,38.37327182,10.11614839,-0.047043703,0.503533038,-0.611764706,0.378431373,0.990196078,-0.00234375,0.098708689,0.009743405,39.93148789,9.502908827,-0.034791344,0.260009134,-0.407843137,0.343137255,0.750980392,-0.000938266,0.081070982,0.006572504,26.92458285,10.07908518,0.067831255,0.414216568,-0.303921569,0.298039216,0.601960784
styrofoam,20-scale_3_im_7_grey.png,1.083229454,0.088724424,0.007872023,4838.433068,8.044485503,1.279024431,3.972327221,0.78627451,1.658823529,0.87254902,-3.69E-05,0.066915268,0.004477653,18.3404729,9.5074383,0.170885189,3.572418912,-0.390196078,0.421568627,0.811764706,-0.000283873,0.06877926,0.004730587,19.37681276,8.816507331,-0.083689536,2.623537601,-0.38627451,0.329411765,0.715686275,0.000771197,0.055888864,0.003123565,12.79655902,9.383923039,-0.125554271,2.878273139,-0.345098039,0.282352941,0.62745098
styrofoam,20-scale_3_im_8_grey.png,0.911318072,0.076029954,0.005780554,3425.407724,7.953145566,1.992864369,8.102466043,0.717647059,1.560784314,0.843137255,0.0012365,0.052649283,0.002771947,11.36015763,8.793939558,0.548329077,8.55239921,-0.311764706,0.398039216,0.709803922,0.000870768,0.066278496,0.004392839,17.99617455,8.659068089,-0.118606986,5.74886182,-0.425490196,0.505882353,0.931372549,-0.000400678,0.046753354,0.002185876,8.954006151,8.831672515,-0.181107389,4.509817035,-0.339215686,0.3,0.639215686
styrofoam,20-scale_3_im_9_grey.png,1.023333621,0.142188738,0.020217637,4372.190561,8.930661819,0.490567419,0.76426144,0.535294118,1.831372549,1.296078431,0.00394694,0.120650802,0.014556616,59.68770857,10.3614738,0.051307723,0.274329197,-0.411764706,0.525490196,0.937254902,0.001271925,0.115614501,0.013366713,54.75668205,9.71044911,0.053966315,0.389745224,-0.468627451,0.447058824,0.915686275,-0.001421281,0.09465405,0.008959389,36.70593233,10.25139869,-0.189404794,0.41913812,-0.382352941,0.341176471,0.723529412
styrofoam,20-scale_4_im_1_grey.png,1.077381568,0.076160721,0.005800455,4778.194937,7.867846912,1.326053852,4.260853921,0.82745098,1.576470588,0.749019608,-0.000466739,0.055545224,0.003085272,12.63816609,9.103979103,0.107937242,10.06683038,-0.490196078,0.476470588,0.966666667,0.00092917,0.056644061,0.00320855,13.14575548,8.405558592,0.253644985,4.903137819,-0.311764706,0.374509804,0.68627451,6.08E-05,0.045806324,0.002098219,8.594321415,9.06481306,-0.348485728,5.216637363,-0.298039216,0.276470588,0.574509804
styrofoam,20-scale_4_im_2_grey.png,0.981410367,0.074106057,0.005491708,3967.623233,8.007880126,1.586752433,6.52537363,0.764705882,1.615686275,0.850980392,0.000168984,0.051693108,0.002672177,10.94535563,8.941328791,0.333070201,9.230105077,-0.325490196,0.476470588,0.801960784,-0.001056507,0.063507873,0.00403325,16.52476355,8.754464771,-0.26725275,4.404826427,-0.341176471,0.366666667,0.707843137,-9.05E-05,0.047833677,0.002288061,9.371930027,8.8645409,0.042524354,5.303020299,-0.278431373,0.392156863,0.670588235
styrofoam,20-scale_4_im_3_grey.png,1.102477788,0.115510241,0.013342616,5033.164344,8.576540097,0.231964292,0.515727703,0.625490196,1.664705882,1.039215686,-0.000826248,0.101912473,0.010386152,42.5444752,10.20206596,-0.066912089,0.414854825,-0.452941176,0.38627451,0.839215686,-0.001282935,0.102329975,0.010471424,42.89769319,9.429420687,0.105797625,0.417505991,-0.394117647,0.429411765,0.823529412,0.000173292,0.089294254,0.007973464,32.65943099,10.10921707,0.033638158,0.294480463,-0.305882353,0.341176471,0.647058824
styrofoam,20-scale_4_im_4_grey.png,1.000874598,0.05906545,0.003488727,4117.457666,7.796282856,0.736631358,2.443257174,0.801960784,1.384313725,0.582352941,-0.000507908,0.043903605,0.001927527,7.896205306,8.856235966,-0.100287604,4.448992413,-0.276470588,0.32745098,0.603921569,0.001101505,0.045293328,0.002051486,8.407854671,8.373933641,-0.10980308,4.99918381,-0.307843137,0.288235294,0.596078431,-0.000416954,0.039700229,0.001576108,6.456451365,8.818063342,-0.23293845,4.122526809,-0.268627451,0.235294118,0.503921569
styrofoam,20-scale_4_im_5_grey.png,0.95764591,0.077711145,0.006039022,3781.118816,8.217325329,0.680987266,2.017274389,0.71372549,1.433333333,0.719607843,-0.000425092,0.056724639,0.003217685,13.18037678,9.269429611,0.146790312,3.904700997,-0.464705882,0.396078431,0.860784314,0.001246553,0.067625024,0.004573144,18.73796232,8.886679058,0.157090025,3.333314415,-0.439215686,0.484313725,0.923529412,-0.00017042,0.051917457,0.002695422,11.04056901,9.249281294,-0.193017139,1.842066312,-0.288235294,0.258823529,0.547058824
styrofoam,20-scale_4_im_6_grey.png,1.022634708,0.097899641,0.00958434,4322.779489,8.477829905,0.219331079,0.48836913,0.58627451,1.509803922,0.923529412,0.002387312,0.079863709,0.006378212,26.14850058,9.863626014,-0.07710842,0.601363805,-0.441176471,0.356862745,0.798039216,0.000730028,0.085526097,0.007314713,29.96324875,9.300565551,-0.023795186,0.618261282,-0.368627451,0.349019608,0.717647059,0.001268095,0.072262159,0.00522182,21.39515955,9.846097338,-0.045693166,0.53319904,-0.358823529,0.288235294,0.647058824
styrofoam,20-scale_4_im_7_grey.png,1.048738128,0.08250257,0.006806674,4532.872541,8.069028091,1.267283306,4.157705478,0.798039216,1.696078431,0.898039216,0.001211129,0.063513071,0.00403391,16.52890427,9.317809311,0.282409267,4.728933058,-0.376470588,0.403921569,0.780392157,-0.001204427,0.067520746,0.004559051,18.67981546,8.851599232,0.065231665,3.386682515,-0.37254902,0.370588235,0.743137255,-0.000224992,0.053198292,0.002830058,11.59212611,9.232393173,-0.005412799,3.210583409,-0.28627451,0.288235294,0.574509804
styrofoam,20-scale_4_im_8_grey.png,0.987885359,0.072985841,0.005326933,4019.177128,7.968503025,1.486458358,4.687764087,0.792156863,1.52745098,0.735294118,-0.001187672,0.053456103,0.002857555,11.71032295,8.842267321,-0.063506595,9.642193061,-0.460784314,0.370588235,0.831372549,0.00020728,0.06466439,0.004181483,17.12753172,8.749639531,0.217849578,5.115192187,-0.4,0.425490196,0.825490196,-0.001013423,0.047135482,0.002221754,9.104509804,8.81336417,0.047809166,5.059091077,-0.268627451,0.27254902,0.541176471
styrofoam,20-scale_4_im_9_grey.png,1.046223958,0.129403051,0.01674515,4552.006536,8.788708996,0.446389202,0.450667533,0.545098039,1.588235294,1.043137255,0.001708027,0.10443012,0.01090565,44.68149173,10.14480877,-0.019500537,0.755205814,-0.437254902,0.468627451,0.905882353,-0.000615617,0.109383617,0.011964776,49.00927336,9.596076985,0.014126952,0.605458619,-0.417647059,0.474509804,0.892156863,0.000535195,0.087319051,0.007624617,31.23160323,10.09734757,-0.085064789,0.639013325,-0.335294118,0.345098039,0.680392157
styrofoam,20-scale_5_im_1_grey.png,1.100054573,0.067611034,0.004571252,4975.375625,7.678986291,1.036448074,2.519066491,0.915686275,1.480392157,0.564705882,0.00119581,0.049794848,0.002479527,10.16199923,8.997666583,0.078204071,6.660483481,-0.349019608,0.317647059,0.666666667,0.000762102,0.053961463,0.002911839,11.92927336,8.122068121,-0.046344994,5.397407854,-0.298039216,0.354901961,0.652941176,0.00072955,0.04466896,0.001995316,8.174994233,8.925613563,0.071878856,6.009533402,-0.317647059,0.243137255,0.560784314
styrofoam,20-scale_5_im_2_grey.png,1.022794596,0.070984396,0.005038784,4305.50045,7.914217496,1.3733875,4.68065588,0.803921569,1.541176471,0.737254902,0.000397806,0.050276831,0.00252776,10.35435217,8.862905529,0.8782507,10.38313157,-0.358823529,0.376470588,0.735294118,0.000385359,0.059247483,0.003510264,14.37865052,8.617655312,-0.09140817,5.610828732,-0.435294118,0.350980392,0.78627451,0.000464825,0.043708839,0.001910463,7.826139946,8.825628188,-0.142566068,5.036934089,-0.28627451,0.298039216,0.584313725
styrofoam,20-scale_5_im_3_grey.png,1.118803136,0.099203702,0.009841374,5167.357266,8.332687572,0.391132247,0.682617009,0.784313725,1.578431373,0.794117647,-0.001027784,0.078923398,0.006228903,25.51791234,9.858499356,-0.033613183,1.294355015,-0.41372549,0.384313725,0.798039216,-0.000711837,0.086773063,0.007529565,30.84317186,9.092838866,0.004812656,1.235802723,-0.443137255,0.374509804,0.817647059,-0.00082194,0.074219275,0.005508501,22.56558631,9.860679495,-0.101866357,1.041707053,-0.315686275,0.333333333,0.649019608
styrofoam,20-scale_5_im_4_grey.png,1.081243298,0.058726912,0.00344885,4802.707128,7.470397456,1.139774825,3.851324773,0.864705882,1.525490196,0.660784314,0.0002518,0.041409562,0.001714752,7.023883122,8.816441929,0.115819592,8.444560584,-0.32745098,0.362745098,0.690196078,-0.000190525,0.044810956,0.002008022,8.225005767,7.906291036,0.173943954,7.320069126,-0.284313725,0.325490196,0.609803922,7.76E-05,0.037835429,0.00143152,5.863529412,8.764737288,-0.147761291,7.16803348,-0.325490196,0.262745098,0.588235294
styrofoam,20-scale_5_im_5_grey.png,0.986269723,0.073720939,0.005434777,4006.554594,8.069231594,1.159166765,3.815461595,0.760784314,1.462745098,0.701960784,-0.001777918,0.049407115,0.002441063,10.01154171,8.893452094,-0.145304477,6.15489429,-0.341176471,0.339215686,0.680392157,0.000198185,0.058976804,0.003478263,14.24712803,8.666258228,-0.214143761,4.47782564,-0.398039216,0.350980392,0.749019608,4.88E-05,0.045721414,0.002090448,8.56248366,8.879317559,0.19872004,4.275203587,-0.221568627,0.358823529,0.580392157
styrofoam,20-scale_5_im_6_grey.png,1.050058402,0.089285605,0.007971919,4548.995348,8.29619081,0.25856761,0.49851189,0.639215686,1.441176471,0.801960784,0.00035903,0.069223985,0.00479196,19.62839677,9.701053729,-0.079880967,0.93210253,-0.374509804,0.284313725,0.658823529,0.000882736,0.073798424,0.005446207,22.31085736,9.086254646,-0.08306628,1.123922229,-0.317647059,0.349019608,0.666666667,-0.000168505,0.064259345,0.004129263,16.91357939,9.652694466,0.044782651,0.945120318,-0.264705882,0.309803922,0.574509804
styrofoam,20-scale_5_im_7_grey.png,1.114041437,0.073563435,0.005411579,5105.663599,7.786931109,1.058104092,2.367702333,0.92745098,1.539215686,0.611764706,0.000978477,0.059856556,0.003582807,14.67910035,9.264229939,0.085888992,5.576002622,-0.398039216,0.374509804,0.77254902,-0.001004328,0.06035573,0.003642814,14.92509804,8.359426635,0.006647426,3.27024249,-0.282352941,0.292156863,0.574509804,-0.000313074,0.050236033,0.002523659,10.33730873,9.275402484,-0.010679496,3.325985108,-0.250980392,0.280392157,0.531372549
styrofoam,20-scale_5_im_8_grey.png,0.951146982,0.069819907,0.004874819,3725.538923,7.844134966,1.707078677,5.11635558,0.758823529,1.384313725,0.625490196,-0.00058115,0.052266566,0.002731794,11.19081123,8.713563203,0.123951375,7.704195646,-0.345098039,0.319607843,0.664705882,-0.000274778,0.062926278,0.003959716,16.21930796,8.490898631,-0.012091454,6.752059472,-0.445098039,0.419607843,0.864705882,0.000183824,0.048376507,0.002340286,9.585951557,8.664290764,0.008930104,6.098829462,-0.290196078,0.323529412,0.61372549
styrofoam,20-scale_5_im_9_grey.png,1.035645967,0.121050129,0.014653134,4453.235521,8.706818,0.574713997,0.975593572,0.698039216,1.735294118,1.037254902,-0.000385359,0.089223307,0.007960799,32.60803922,9.942102121,-0.054075743,0.869326728,-0.370588235,0.362745098,0.733333333,0.000738645,0.101606874,0.010323957,42.28916186,9.502920404,0.106792072,0.783378143,-0.390196078,0.447058824,0.837254902,-0.001252777,0.076423752,0.00584059,23.92948481,9.917853289,-0.047014617,0.593532248,-0.298039216,0.345098039,0.643137255
styrofoam,20-scale_6_im_1_grey.png,1.118662397,0.062117672,0.003858605,5141.562011,7.604202992,0.975210997,2.414704986,0.929411765,1.498039216,0.568627451,0.001474897,0.049240174,0.002424595,9.940049981,8.915465888,0.204813609,7.591903667,-0.290196078,0.352941176,0.643137255,-0.001267138,0.048408069,0.002343341,9.604901961,7.821119284,-0.181593122,6.107419585,-0.329411765,0.284313725,0.61372549,0.000142176,0.04037434,0.001630087,6.676920415,8.829491929,0.118720948,6.33617596,-0.247058824,0.28627451,0.533333333
styrofoam,20-scale_6_im_2_grey.png,1.019472848,0.063936586,0.004087887,4273.818724,7.820809355,1.102472265,2.791595229,0.756862745,1.409803922,0.652941176,-0.000365732,0.046088244,0.002124126,8.700968858,8.70101772,0.003560819,10.11351922,-0.450980392,0.374509804,0.825490196,-0.000619447,0.055636691,0.003095441,12.68049981,8.501462803,-0.006229865,7.294712417,-0.433333333,0.38627451,0.819607843,-0.00066636,0.043467916,0.00188946,7.741045752,8.663319835,-0.251481098,8.84421844,-0.298039216,0.309803922,0.607843137
styrofoam,20-scale_6_im_3_grey.png,1.137114162,0.096669754,0.009345041,5334.522507,8.284718053,0.179436356,0.5233402,0.680392157,1.578431373,0.898039216,0.00088848,0.071968412,0.005179452,21.2182699,9.788186243,0.142054188,1.391039138,-0.321568627,0.456862745,0.778431373,-0.001745366,0.079536689,0.006326085,25.92412149,8.954224475,0.013975615,1.045409759,-0.352941176,0.458823529,0.811764706,-0.000541896,0.067052116,0.004495986,18.41676278,9.75967809,0.096894791,1.050916833,-0.284313725,0.352941176,0.637254902
styrofoam,20-scale_6_im_4_grey.png,1.098160329,0.056191109,0.003157441,4952.529093,7.351966273,1.309496846,4.485166105,0.964705882,1.552941176,0.588235294,0.000153665,0.039955207,0.001596419,6.539027297,8.623251123,0.494941245,11.96511064,-0.350980392,0.388235294,0.739215686,8.09E-05,0.041949798,0.001759786,7.20810842,7.631323995,-0.17606314,8.463817584,-0.335294118,0.270588235,0.605882353,0.000201536,0.035657681,0.00127147,5.20810842,8.578828161,0.026349285,6.510654695,-0.217647059,0.209803922,0.42745098
styrofoam,20-scale_6_im_5_grey.png,0.973152191,0.076184279,0.005804044,3902.788527,8.135770307,0.777250623,2.062246455,0.764705882,1.396078431,0.631372549,0.000454772,0.047846248,0.002289263,9.377670127,8.778202496,0.120538243,7.797816719,-0.362745098,0.32745098,0.690196078,0.000863588,0.057271851,0.003280065,13.43820069,8.613876612,-0.383268387,5.290683168,-0.384313725,0.28627451,0.670588235,-3.35E-05,0.043075837,0.001855528,7.600246059,8.719658624,-0.110435691,6.217819661,-0.356862745,0.305882353,0.662745098
