category,filename,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_Entropy,GLCM_Mean,GLCM_Std_Dev,GLCM_Variance,DWT_DWT_LL_Mean,DWT_DWT_LL_Std_Dev,DWT_DWT_LL_Variance,DWT_DWT_LL_Energy,DWT_DWT_LL_Entropy,DWT_DWT_LL_Contrast,DWT_DWT_LL_Homogeneity,DWT_DWT_LH_Mean,DWT_DWT_LH_Std_Dev,DWT_DWT_LH_Variance,DWT_DWT_LH_Energy,DWT_DWT_LH_Entropy,DWT_DWT_LH_Contrast,DWT_DWT_LH_Homogeneity,DWT_DWT_HL_Mean,DWT_DWT_HL_Std_Dev,DWT_DWT_HL_Variance,DWT_DWT_HL_Energy,DWT_DWT_HL_Entropy,DWT_DWT_HL_Contrast,DWT_DWT_HL_Homogeneity,DWT_DWT_HH_Mean,DWT_DWT_HH_Std_Dev,DWT_DWT_HH_Variance,DWT_DWT_HH_Energy,DWT_DWT_HH_Entropy,DWT_DWT_HH_Contrast,DWT_DWT_HH_Homogeneity,SWT_SWT_LL_Mean,SWT_SWT_LL_Std_Dev,SWT_SWT_LL_Variance,SWT_SWT_LL_Energy,SWT_SWT_LL_Entropy,SWT_SWT_LL_Contrast,SWT_SWT_LL_Homogeneity,SWT_SWT_LH_Mean,SWT_SWT_LH_Std_Dev,SWT_SWT_LH_Variance,SWT_SWT_LH_Energy,SWT_SWT_LH_Entropy,SWT_SWT_LH_Contrast,SWT_SWT_LH_Homogeneity,SWT_SWT_HL_Mean,SWT_SWT_HL_Std_Dev,SWT_SWT_HL_Variance,SWT_SWT_HL_Energy,SWT_SWT_HL_Entropy,SWT_SWT_HL_Contrast,SWT_SWT_HL_Homogeneity,SWT_SWT_HH_Mean,SWT_SWT_HH_Std_Dev,SWT_SWT_HH_Variance,SWT_SWT_HH_Energy,SWT_SWT_HH_Entropy,SWT_SWT_HH_Contrast,SWT_SWT_HH_Homogeneity
styrofoam,20-scale_2_im_2_grey.png,345.1536051,0.071462473,0.111497807,0.094466781,6.089348605,132.0779419,15.26354473,232.9757976,1.035905427,0.080194786,0.006431204,4421.760027,8.073572361,0.080194786,0.993609892,0.000279086,0.049197517,0.002420396,9.9142599,9.066325711,0.049197517,0.997585448,0.001382027,0.062527208,0.003909652,16.02175702,8.868737232,0.062527208,0.996105574,3.11E-05,0.039600758,0.00156822,6.423433295,9.000082732,0.039600758,0.998434235,1.035905427,0.079407993,0.006305629,17684.9827,8.152695666,0.079407993,0.993733882,5.42E-20,0.049913363,0.002491344,40.81817762,9.30064829,0.049913363,0.997514848,2.03E-20,0.06259063,0.003917587,64.18574394,9.025233681,0.06259063,0.996097701,-4.91E-20,0.040210694,0.0016169,26.49128797,9.196585617,0.040210694,0.99838571
styrofoam,20-scale_2_im_3_grey.png,942.0030111,0.044269695,0.108318925,0.241862552,6.145909135,131.1541138,26.66115854,710.8173744,1.028659716,0.138718238,0.01924275,4412.963064,8.92024219,0.138718238,0.981120543,0.000219727,0.097801899,0.009565212,39.17930411,10.0497949,0.097801899,0.990525415,0.002333697,0.101046492,0.010210394,41.8440792,9.481816535,0.101046492,0.989892805,-0.000464825,0.068569125,0.004701725,19.25915033,9.920112229,0.068569125,0.995320278,1.028659716,0.138304482,0.01912813,17649.97433,9.028116477,0.138304482,0.981230888,2.71E-19,0.098126883,0.009628885,157.759654,10.4152785,0.098126883,0.990462946,-1.69E-20,0.100708825,0.010142268,166.1709112,9.737844767,0.100708825,0.989959565,-1.02E-20,0.069473071,0.004826508,79.07750096,10.26826808,0.069473071,0.995196676
styrofoam,20-scale_2_im_4_grey.png,278.6766052,0.083633607,0.112005849,0.169224663,6.079943622,130.1622314,14.19415969,201.4741692,1.020880247,0.073277725,0.005369625,4290.830757,8.003400843,0.073277725,0.994659054,0.001176662,0.050940321,0.002594916,10.63444829,9.071976378,0.050940321,0.9974118,8.62E-05,0.053524083,0.002864827,11.73436371,8.645519725,0.053524083,0.997143356,-0.000572534,0.039529169,0.001562555,6.401568627,8.96195297,0.039529169,0.998439883,1.020880247,0.073155745,0.005351763,17163.03038,8.089142672,0.073155745,0.994676726,-1.08E-19,0.05130537,0.002632241,43.12663591,9.29279372,0.05130537,0.99737467,-2.03E-20,0.053228944,0.00283332,46.42112265,8.78826192,0.053228944,0.997174685,-2.84E-20,0.039702886,0.001576319,25.82641292,9.197032069,0.039702886,0.998426162
styrofoam,20-scale_2_im_5_grey.png,547.2917074,0.060159928,0.109773418,0.092804027,6.120911062,123.3538208,18.45663715,340.6474549,0.967480947,0.090114165,0.008120563,3867.19722,8.401974429,0.090114165,0.99194485,0.001360964,0.062985544,0.003967179,16.2571511,9.443741006,0.062985544,0.996048498,0.000199621,0.07727123,0.005970843,24.45673587,9.103062826,0.07727123,0.994064596,-0.000241747,0.053798939,0.002894326,11.85539792,9.420648605,0.053798939,0.997114027,0.967480947,0.090129285,0.008123288,15468.83353,8.467694423,0.090129285,0.991942168,4.07E-20,0.064026758,0.004099426,67.16499039,9.730602825,0.064026758,0.995917311,-3.39E-20,0.076236101,0.005811943,95.22287582,9.291973004,0.076236101,0.99422164,-9.74E-21,0.054038911,0.002920204,47.8446213,9.645599863,0.054038911,0.997088299
styrofoam,20-scale_2_im_6_grey.png,961.5274455,0.042225567,0.108250911,0.181077448,6.147546911,122.536377,25.40858778,645.596333,0.961069623,0.122981907,0.01512455,3845.2403,8.786748802,0.122981907,0.985100794,-0.002867456,0.098162005,0.009635779,39.50183007,10.13096476,0.098162005,0.990456183,0.001236979,0.094893682,0.009004811,36.88997309,9.450821805,0.094893682,0.991075552,-0.000853056,0.077059138,0.005938111,24.32548251,10.08262692,0.077059138,0.994096942,0.961069623,0.120863063,0.01460788,15372.49609,8.91612491,0.120863063,0.985602438,-1.90E-19,0.09985746,0.009971512,163.3732564,10.53696942,0.09985746,0.990126937,1.86E-20,0.095742858,0.009166695,150.187128,9.659102051,0.095742858,0.99091657,-3.05E-20,0.077250524,0.005967644,97.77387159,10.45644052,0.077250524,0.994067758
styrofoam,20-scale_2_im_7_grey.png,410.3220927,0.080248517,0.111504754,0.222168145,6.089274613,138.5464478,17.93270272,321.581827,1.086638806,0.098076508,0.009619001,4875.890261,8.177002813,0.098076508,0.990472642,-0.000730986,0.061373203,0.00376667,15.43046905,9.359399012,0.061373203,0.996247465,0.000359509,0.066800593,0.004462319,18.27818916,8.725668168,0.066800593,0.995557505,-0.000463867,0.043967863,0.001933173,7.919158016,9.16702191,0.043967863,0.998070557,1.086638806,0.097815973,0.009567965,19502.72486,8.289559382,0.097815973,0.990522714,0,0.061306471,0.003758483,61.5789927,9.607527515,0.061306471,0.99625559,5.08E-20,0.066812527,0.004463914,73.13676278,8.908844522,0.066812527,0.995555924,1.69E-20,0.044628249,0.001991681,32.6316955,9.424001115,0.044628249,0.998012278
styrofoam,20-scale_2_im_8_grey.png,372.3241781,0.087518185,0.112746544,0.126236303,6.066556578,130.1605835,16.11570579,259.7159732,1.020867322,0.08863773,0.007856647,4300.909508,8.100135588,0.08863773,0.992204599,-0.000220684,0.051082872,0.00260946,10.68854671,8.878931382,0.051082872,0.997397332,0.000427485,0.06356019,0.004039898,16.54816993,8.789757484,0.06356019,0.995976357,0.00015175,0.038342111,0.001470117,6.021695502,8.744355569,0.038342111,0.998532041,1.020867322,0.087220757,0.00760746,17199.55536,8.189097326,0.087220757,0.992449976,1.36E-20,0.049779996,0.002478048,40.60033833,9.059084575,0.049779996,0.997528078,3.39E-21,0.065854029,0.004336753,71.05336409,8.993669525,0.065854029,0.995681973,-4.24E-22,0.039422267,0.001554115,25.46262207,8.966979953,0.039422267,0.998448296
styrofoam,20-scale_2_im_9_grey.png,1102.330526,0.044396755,0.108071422,0.238308652,6.151232257,134.2696533,28.87462023,833.7436933,1.05309532,0.151647779,0.022997049,4636.699862,8.926872845,0.151647779,0.977519927,8.04E-05,0.102724295,0.010552281,43.2221684,10.07055479,0.102724295,0.989557907,-0.000151271,0.110277477,0.012161122,49.81204921,9.603484897,0.110277477,0.987984994,0.000629021,0.074677317,0.005576702,22.84379085,9.95996185,0.074677317,0.994454225,1.05309532,0.15066361,0.022699523,18541.92479,9.100456414,0.15066361,0.977804308,0,0.104619835,0.01094531,179.3279585,10.48574724,0.104619835,0.989173193,6.10E-20,0.109546591,0.012000456,196.6154633,9.855760702,0.109546591,0.988141848,3.05E-20,0.075115174,0.005642289,92.44326797,10.3369117,0.075115174,0.994389368
styrofoam,20-scale_3_im_1_grey.png,357.6358846,0.084612578,0.112589041,0.100918501,6.070045754,135.7703247,15.55397673,241.9261921,1.064865292,0.076003416,0.005776519,4668.271038,7.904572988,0.076003416,0.994256657,0.002649644,0.058438678,0.003415079,14.01692042,9.253106259,0.058438678,0.996596544,-0.00028866,0.05851857,0.003424423,14.02677816,8.584595589,0.05851857,0.996587264,-0.000465782,0.047525778,0.0022587,9.252522107,9.186786052,0.047525778,0.997746391,1.064865292,0.076429009,0.005841393,18674.14705,7.997008926,0.076429009,0.99419253,-1.63E-19,0.058200238,0.003387268,55.49699346,9.50615982,0.058200238,0.996624167,4.07E-20,0.058288905,0.003397596,55.66622068,8.745397094,0.058288905,0.996613908,-2.50E-20,0.047495097,0.002255784,36.9587697,9.414633226,0.047495097,0.997749293
styrofoam,20-scale_3_im_2_grey.png,469.7365723,0.063236677,0.110618745,-0.043595253,6.103697649,128.0045776,16.15251456,260.9037266,1.003957472,0.075509253,0.005701647,4151.837705,8.081862574,0.075509253,0.994330677,0.000174728,0.052394852,0.002745221,11.24454825,9.201643178,0.052394852,0.997262295,-0.000466739,0.070533049,0.004974911,20.37812764,9.017852238,0.070533049,0.995049716,-2.92E-05,0.051258298,0.002627413,10.76188774,9.157358698,0.051258298,0.997379472,1.003957472,0.076125127,0.005795035,16608.88088,8.17903692,0.076125127,0.994238354,-1.08E-19,0.05288374,0.00279669,45.82096886,9.419603402,0.05288374,0.99721111,-3.05E-20,0.069931442,0.004890407,80.12442138,9.196531831,0.069931442,0.995133393,-8.43E-20,0.050668624,0.00256731,42.06279892,9.402613916,0.050668624,0.997439265
styrofoam,20-scale_3_im_3_grey.png,1161.431834,0.038148172,0.107875903,0.121348799,6.154240433,132.2131348,27.06065026,732.2787923,1.036965763,0.123760931,0.015316768,4467.158062,8.752209667,0.123760931,0.984914296,-1.82E-05,0.105223016,0.011071883,45.35043445,10.15791762,0.105223016,0.989049361,0.000691253,0.10526609,0.01108095,45.3895271,9.583897058,0.10526609,0.989040492,0.00137006,0.087028897,0.007574029,31.03091119,10.16383518,0.087028897,0.992482906,1.036965763,0.124161789,0.01541615,17870.26052,8.886156185,0.124161789,0.9848179,-1.08E-19,0.105235557,0.011074522,181.444975,10.56805751,0.105235557,0.989046779,1.22E-19,0.104812872,0.010985738,179.9903345,9.81597817,0.104812872,0.989133637,-1.51E-19,0.087003301,0.007569574,124.0199077,10.53077378,0.087003301,0.992487294
styrofoam,20-scale_3_im_4_grey.png,283.2443644,0.082402073,0.112161179,0.084483614,6.077026891,131.1519775,13.74581252,188.9473618,1.028642961,0.066881361,0.004473116,4352.325459,7.912556209,0.066881361,0.995546803,6.61E-05,0.051481742,0.00265037,10.85593233,9.159460707,0.051481742,0.997356636,0.00153665,0.051096442,0.002610846,10.70369858,8.595208527,0.051096442,0.997395952,-7.18E-05,0.043432202,0.001886356,7.726535948,9.056427588,0.043432202,0.998117195,1.028642961,0.066564397,0.004430819,17408.60884,7.973771412,0.066564397,0.995588727,-5.42E-20,0.051525109,0.002654837,43.49684737,9.37110761,0.051525109,0.997352193,6.78E-21,0.051224835,0.002623984,42.99134948,8.72465822,0.051224835,0.997382884,-3.09E-20,0.043742657,0.00191342,31.34947328,9.267566742,0.043742657,0.998090234
styrofoam,20-scale_3_im_5_grey.png,552.0884705,0.058191085,0.109941317,0.006220001,6.116212747,121.5202026,17.7068952,313.5341378,0.953099629,0.081018182,0.006563946,3747.687824,8.221024329,0.081018182,0.993478859,0.000643861,0.062538655,0.003911083,16.02149558,9.407011532,0.062538655,0.996104154,0.001592659,0.074013499,0.005477998,22.4482699,9.068498659,0.074013499,0.994551847,0.00109959,0.057704445,0.003329803,13.64382545,9.401767754,0.057704445,0.996681248,0.953099629,0.081012895,0.006563089,14990.73726,8.342126789,0.081012895,0.993479704,-1.29E-19,0.063005896,0.003969743,65.04026913,9.699680681,0.063005896,0.996045954,-9.15E-20,0.074038738,0.005481735,89.81274125,9.211392322,0.074038738,0.994548151,-8.22E-20,0.0572051,0.003272423,53.61538639,9.685721335,0.0572051,0.99673825
styrofoam,20-scale_3_im_6_grey.png,1052.745626,0.039046176,0.107851045,0.102491058,6.155291095,125.5666504,25.3737218,643.8257579,0.984836474,0.117957859,0.013914057,4029.714171,8.728803903,0.117957859,0.986276888,0.00100337,0.09678568,0.009367468,38.37327182,10.11614839,0.09678568,0.990719467,-0.00234375,0.098708689,0.009743405,39.93148789,9.502908827,0.098708689,0.990350613,-0.000938266,0.081070982,0.006572504,26.92458285,10.07908518,0.081070982,0.993470412,0.984836474,0.116974447,0.013683021,16115.0714,8.84766739,0.116974447,0.986501677,-4.88E-19,0.095688598,0.009156308,150.0169473,10.50349265,0.095688598,0.990926769,-1.54E-19,0.099961443,0.00999229,163.7136794,9.741889253,0.099961443,0.990106568,1.08E-19,0.082299423,0.006773195,110.9720261,10.47361743,0.082299423,0.993272373
styrofoam,20-scale_3_im_7_grey.png,484.6620585,0.072038223,0.111245448,0.119642422,6.094526527,138.1117554,18.12317538,328.4494858,1.083229454,0.088724424,0.007872023,4838.433068,8.044485503,0.088724424,0.992189461,-3.69E-05,0.066915268,0.004477653,18.3404729,9.5074383,0.066915268,0.995542307,-0.000283873,0.06877926,0.004730587,19.37681276,8.816507331,0.06877926,0.995291686,0.000771197,0.055888864,0.003123565,12.79655902,9.383923039,0.055888864,0.996886161,1.083229454,0.08938744,0.007990114,19355.66707,8.179414765,0.08938744,0.992073221,2.17E-19,0.067579579,0.004567,74.82572088,9.744169952,0.067579579,0.995453763,-1.02E-20,0.068566413,0.004701353,77.02696655,8.981655162,0.068566413,0.995320646,2.84E-20,0.054277419,0.002946038,48.26788927,9.642121858,0.054277419,0.997062615
styrofoam,20-scale_3_im_8_grey.png,416.8838806,0.079407475,0.112625062,0.019850207,6.068867347,116.1930542,15.68491709,246.0166241,0.911318072,0.076029954,0.005780554,3425.407724,7.953145566,0.076029954,0.994252669,0.0012365,0.052649283,0.002771947,11.36015763,8.793939558,0.052649283,0.997235715,0.000870768,0.066278496,0.004392839,17.99617455,8.659068089,0.066278496,0.995626374,-0.000400678,0.046753354,0.002185876,8.954006151,8.831672515,0.046753354,0.997818892,0.911318072,0.075854771,0.005753946,13701.19496,8.066434531,0.075854771,0.994278972,-3.39E-20,0.053190228,0.0028292,46.35361784,9.05184888,0.053190228,0.997178781,1.36E-20,0.065923271,0.004345878,71.20286044,8.822659962,0.065923271,0.995672927,-1.40E-20,0.04695359,0.00220464,36.12081507,9.037127277,0.04695359,0.99780021
styrofoam,20-scale_3_im_9_grey.png,1406.548615,0.033969918,0.107591968,0.164932338,6.159919594,130.4750366,30.47211899,928.550036,1.023333621,0.142188738,0.020217637,4372.190561,8.930661819,0.142188738,0.980183015,0.00394694,0.120650802,0.014556616,59.68770857,10.3614738,0.120650802,0.985652239,0.001271925,0.115614501,0.013366713,54.75668205,9.71044911,0.115614501,0.9868096,-0.001421281,0.09465405,0.008959389,36.70593233,10.25139869,0.09465405,0.991120169,1.023333621,0.142157723,0.020208818,17488.61775,9.07050295,0.142157723,0.980191488,2.17E-19,0.121377862,0.014732585,241.3786774,10.76547429,0.121377862,0.985481313,-1.12E-19,0.114938137,0.013210775,216.4453441,9.944411311,0.114938137,0.986961474,1.56E-19,0.094696318,0.008967393,146.9217609,10.68367714,0.094696318,0.991112307
styrofoam,20-scale_4_im_1_grey.png,348.0322469,0.091669016,0.113749454,0.069144909,6.048746305,137.3661499,15.18994416,230.7344035,1.077381568,0.076160721,0.005800455,4778.194937,7.867846912,0.076160721,0.994232996,-0.000466739,0.055545224,0.003085272,12.63816609,9.103979103,0.055545224,0.996924218,0.00092917,0.056644061,0.00320855,13.14575548,8.405558592,0.056644061,0.996801712,6.08E-05,0.045806324,0.002098219,8.594321415,9.06481306,0.045806324,0.997906174,1.077381568,0.075556812,0.005708832,19111.27859,7.946192748,0.075556812,0.994323574,-5.42E-20,0.054643586,0.002985922,48.92133795,9.351777231,0.054643586,0.997022968,1.02E-20,0.05790044,0.003352461,54.92672049,8.5949923,0.05790044,0.99665874,4.32E-20,0.046328899,0.002146367,35.16607459,9.307093002,0.046328899,0.99785823
styrofoam,20-scale_4_im_2_grey.png,408.500885,0.077181164,0.112369794,-0.009778692,6.072414454,125.1298218,15.34580416,235.4937054,0.981410367,0.074106057,0.005491708,3967.623233,8.007880126,0.074106057,0.994538286,0.000168984,0.051693108,0.002672177,10.94535563,8.941328791,0.051693108,0.997334944,-0.001056507,0.063507873,0.00403325,16.52476355,8.754464771,0.063507873,0.995982952,-9.05E-05,0.047833677,0.002288061,9.371930027,8.8645409,0.047833677,0.997717163,0.981410367,0.07263457,0.005275781,15866.95519,8.086050559,0.07263457,0.994751907,9.49E-20,0.052341192,0.0027396,44.88561323,9.165934484,0.052341192,0.997267884,-6.78E-21,0.064461199,0.004155246,68.07955402,8.946992657,0.064461199,0.995861948,-2.80E-20,0.048121941,0.002315721,37.94077662,9.124187304,0.048121941,0.997689629
